web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1555502361-580,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@First1Saudi,‏أول سعوديـ/ـة First 🥇Saudi,تعيين الجراح السعودي سعود التركي رئيساً في اللجنة العالمية للعناية بالإصابات وعضواً تنفيذياً في كلية الجرّاحين الأمريكية حيث يُعد أكبر محفل جراحي في العالم #أوائل_السعودية #السعودية #أول_سعودي #رؤية_2030 #طب #انجازpic.twitter.com/5zbEcxQLbQ,6,96,88,1.54231E+12,11/15/2018 10:06,/First1Saudi/status/1063131153685721094
1555502361-407,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@barakaeq,مؤسسة بركة التجهيزات.,"عندما تتعانق الخبرة مع النجاح في خدمة ضيوف الرحمن ، بفضل الله اكتست مؤسسات بركة التجهيزات حلتها الجديدة واطلقت العنان لمشاريعها المميزة والمتميزة 
لتفاصيل اكثر زورونا في ملتقى ومعرض 
تجهيزات الحج جناح رقم ٧١
@gaziradi1975
#رؤية_2030 
#ملتقى_ومعرض_تجهيزات_الحجpic.twitter.com/mTl3RIgdIu",,1,4,1.55531E+12,4/14/2019 22:29,/barakaeq/status/1117661232243384320
1555502361-720,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Dynamitekid02,Dynamite Kid,"The new era of @AACC_ksa has begun.
#aviation 
#AERO 
#Aerospace #aeronautical #military #vision2030 
#vision_2030 
#السعودية_2030 
#رؤية_2030 https://twitter.com/AACC_ksa/status/1000718865901457408 …",,,,1.52745E+12,5/27/2018 13:46,/Dynamitekid02/status/1000840792938819584
1555502361-1185,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@saudibus222,خط البلدة  🚐,"كلام خطير وجريء للاستاذ فهد القاسم حول #رؤية_2030 والسياسات الخاطئة،والقرارات التي لم تخضع للدراسة pic.twitter.com/A7sIzdMmjW",15,465,332,1.47595E+12,10/8/2016 12:11,/saudibus222/status/784833587447144448
1555502361-612,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@TurkibinTalal,مُحبي الأمير تركي بن طلال,"#صورة معبرة عن الروح الجديدة في وطني 

#ولي_العهد الأمير #محمد_بن_سلمان
يناقش ويستمع لأخيه نائب أمير منطقة #عسير الأمير #تركي_بن_طلال وهو يعرض أمام سموه في الهواء الطلق سير الخطط التنموية والمشاريع المخططة لمنطقة #عسير.

#السعوديه
#رؤية_2030 pic.twitter.com/9SekJv8IXZ",2,75,93,1.53848E+12,10/2/2018 3:39,/TurkibinTalal/status/1047073588048797696
1555502361-697,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@watan_usa,وطن. يغرد خارج السرب,"#شاهد | ""والله لو فيه حاجة غير الويسكي كنت أعطيتك"" .. سعودي يقدم الكحول لسيدة منقبة!!

هذه إحدى ملامح #رؤية_2030!! pic.twitter.com/Nu8PaHPIfv",28,85,113,1.52999E+12,6/25/2018 22:05,/watan_usa/status/1011475580989132800
1555502361-1229,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@AlwatanSA,جريدة الوطن السعودية,"#اوامر_ملكيه 
#الاوامر_الملكيه 
#مجلس_الشوري 
#رويه_2030 
#تخفيض_راتب_الوزراء_والشوري 
#أمر_ملكي 
#صحيفة_الوطنpic.twitter.com/6twt8t4JUz",7,33,22,1.47492E+12,9/26/2016 12:17,/AlwatanSA/status/780486432058138624
1555502361-548,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@AlkhaleejOnline,الخليج أونلاين,"قال #بن_سلمان وفق الصحيفة: ""لا أحد سيستثمر في المشروع لسنوات بسبب مقتل #جمال_خاشقجي""، وهذا التصريح بمثابة اعتراف بأن الأزمة الناجمة عن الجريمة تهدد بتقويض خطته ""#رؤية_2030"" لتحديث اقتصاد المملكة بعيداً عن النفط وبالاعتماد على الاستثمارات الأجنبية.

http://khaleej.online/LP3b24",12,68,151,1.5446E+12,12/11/2018 23:18,/AlkhaleejOnline/status/1072752627790811136
1555502361-875,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@somieh_ali,السعودية العبرية,#رؤية_2030 هي طمس معالم #ال_سعود في مزابل التاريخ ان شاءاللهpic.twitter.com/ERuk4DqBgx,35,134,395,1.50996E+12,11/6/2017 0:54,/somieh_ali/status/927459158961537024
1555502361-796,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@ahmedotbb,ahmed,I am Proud to be a delegate to the 21st session of @YouthAssembly at the @UN The 2018 Winter Edition will focus on the environmental dimensions of the 2030 Agenda. #YouthAssembly #CocreateImpact #vision_2030,,2,3,1.51877E+12,2/16/2018 0:37,/ahmedotbb/status/964418527942684672
1555502361-866,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@farazmfateh,Faraz Muhammad Fateh,"No more of covert ties.
Announcement #Saudi - #Israel official ties expecting very soon.

#Vision_2030

https://www.alaraby.co.uk/english/news/2017/11/21/saudi-official-denounces-violence-against-israel-as-un-islamic?utm_source=twitter&utm_medium=sf …",,1,2,1.51136E+12,11/22/2017 6:18,/farazmfateh/status/933338986931617792
1555502361-1333,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hamad80008026,Hamad. S. ALjuhani,The #SaudiArabia  change the oil minister to achieve the #vision_2030  not for changing the Saudi oil policy pic.twitter.com/IbDy3enka7,,,,1.46282E+12,5/9/2016 11:20,/hamad80008026/status/729737735968305152
1555502361-524,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@ArtisticSound3K,#الحرية_لجميع_معتقلي_الرأي,"Neo-Arab Empire will rise again and re-unit all Arab lands from Arabian gulf to Atlantic ocean.... one big land, one big nation, under the banner of the strongest Arab dynasty 

#Great_Saudi_Arabia #vision_2030 pic.twitter.com/raskMHq4D7",6,,,1.54802E+12,1/20/2019 14:19,/ArtisticSound3K/status/1087112354255450113
1555502361-446,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@hukusfof,حقوق الضعوف,"هل ما يحصل هو ضمن #رؤية_2030 ؟!
توظيف فتاة واحدة بين عدة عمال من جنسيات مختلفة ليس توطين بل عبث واستغلال..!
لو لم تكن الفتاة في حاجة إلى العمل لما اضطرت، ما يحصل الان في بعض مؤسسات #القطاع_الخاص لا يقبله شخص يحمل ذرة مروءة !

شاهد  متضررة تنقل الواقع وتقول فين النخوة !!pic.twitter.com/L1cKVMJ01H",36,177,148,1.55445E+12,4/5/2019 1:35,/hukusfof/status/1114084093480919041
1555502361-757,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@AlBaraa_R,Albaraa Alrayess,Am really proud to see such a huge project that will indorse & Expedite our dreams to our #Vision_2030 https://twitter.com/richardbranson/status/981281466582818816 …,,,,1.52279E+12,4/3/2018 14:51,/AlBaraa_R/status/981287999421009922
1555502361-601,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@SaudiNews50,أخبار السعودية,"الوفد الدائم للمملكة بالأمم المتحدة بنيويورك:

السعودية⁠ ⁠ تؤكد أهمية التعاون الدولي لتنفيذ الرؤية الأممية للتنمية المستدامة 2030.
.
#المملكة #رؤية_2030",38,76,149,1.53976E+12,10/16/2018 23:23,/SaudiNews50/status/1052445033557823488
1555502361-1155,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@HashKSA,هاشتاق السعودية,""" #خادم_الحرمين"" يؤكد أن المملكة تعيش تحولاً تاريخياً من خلال #رؤية_2030 وما يتخللها من برامج ومبادرات لبناء اقتصاد قوي ومتين. (الإخبارية) pic.twitter.com/L6A54ReAoh",28,176,162,1.47743E+12,10/25/2016 13:02,/HashKSA/status/791006963433873408
1555502361-1190,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@uchiha1380,Arctic Thunder,"#رؤية_2030
before it was cool https://twitter.com/Ginooji/status/783754556568113153 …",,1,,1.4757E+12,10/5/2016 13:20,/uchiha1380/status/783763697093206017
1555502361-672,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@iEN_tv,قناة عين,"#يحدث_الآن |

معالي #نائب_وزير_التعليم د.عبدالرحمن العاصمي يفتتح جولته بـ زيارة #المعلمين_الجدد  في مقر التدريب ضمن برامج تهيئة المعلمين في إدارة تعليم #محايل_عسير ويوجه لهم رسائل تربوية ويؤكد أن #المعلم هو الركيزة الأساسية ومحور اهتمام #وزارة_التعليم ..

#رؤية_2030
 @mohayel_edupic.twitter.com/Z8kOv3VRFk",17,78,79,1.53363E+12,8/7/2018 0:29,/iEN_tv/status/1026731955159789568
1555502361-655,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@fahadmoussa,فهد عبدالله موسى,It is good to know that you are ahead of the #IMF recommendations before you even need them. #Vision_2030 https://www.arabianbusiness.com/banking-finance/403096-wkd-imf-urges-saudi-arabia-to-contain-spending-wages?utm_source=Jarvis&utm_medium=notifications&utm_campaign=rss-notifications …,,,,1.53515E+12,8/24/2018 15:37,/fahadmoussa/status/1033121122106126336
1555502361-1009,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@DrIsuhac,Dr.$oha,Anxiety is like a cancer if u don't treated earlier. It will be more complicated..#USA #women # #رؤية_2030 #وزارة_الصحة,,,1,1.49225E+12,4/15/2017 2:16,/DrIsuhac/status/853175162296049664
1555502361-501,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@Khaledatc1,Khaled Alharthi 🇸🇦,"However, there is a huge potential for Flynas to increase the number of destinations in the future due to its promising fleet expansion and the recent government reforms and developments for the civil aviation through #Vision_2030.
5-6",1,,1,1.5505E+12,2/18/2019 6:39,/Khaledatc1/status/1097505853853310976
1555502361-1207,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@raixq93,𝑹𝑨𝑭 | DRACARYS,"ههههههههههههههههههههههههههههههههههههههه
#رؤية_2030 [pic] — https://path.com/p/1lBm3R",,,,1.47509E+12,9/28/2016 12:14,/raixq93/status/781210379519004672
1555502361-1065,https://twitter.com/search?l=&q=%23vision_2030%20OR%20%23%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9_2030%20OR%20%23%D8%B1%D8%A4%D9%8A%D8%A9_2030&src=typd&lang=en,@TurkiShalhoub,تركي الشلهوب,"خالد السليمان:
#رؤية_2030 لم تتطرق لمحاسبة المسؤولين !
،
هي مجرد جباية للأموال من المواطنين بأي طريقة كانت
حتى ولو مات المواطن جوعا !! pic.twitter.com/X8ijx4aTWR",6,101,51,1.48559E+12,1/27/2017 23:00,/TurkiShalhoub/status/825236972792745985
